network,station id,start_date,end_date, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,738,10/1/79,1/1/00,48.37,-116.64,6090,Air Temperature,ID,Bonner,Middle Fork East River-East River,Schweitzer Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=738,16A10S  ,STZI1,8
snotel,1038,9/16/02,7/15/08,48.37,-116.64,6090,Air Temperature,ID,Bonner,Middle Fork East River-East River,Schweitzer Saddle,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1038,16A13S  ,SCWI1,8
snotel,740,10/1/79,1/1/00,45.19,-115.97,6520,Air Temperature,ID,Valley,Headwaters North Fork Payette River,Secesh Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=740,15D01S  ,SCSI1,8
snotel,741,10/1/88,1/1/00,42.52,-111.96,7800,Air Temperature,ID,Bannock,Dempsey Creek,Sedgwick Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=741,11G30S  ,SEPI1,8
snotel,747,10/1/82,1/1/00,46.57,-115.74,4590,Air Temperature,ID,Clearwater,Quartz Creek,Shanghi Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=747,15C04S  ,SHAI1,8
snotel,749,10/1/78,1/1/00,43.21,-111.69,6630,Air Temperature,ID,Bingham,Horse Creek-Willow Creek,Sheep Mtn.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=749,11F11S  ,SPMI1,8
snotel,752,10/1/79,1/1/00,46.95,-116.34,3190,Air Temperature,ID,Latah,West Fork Saint Maries River,Sherwin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=752,16C01S  ,SHWI1,8
snotel,761,10/1/78,1/1/00,42.56,-111.3,7240,Air Temperature,ID,Caribou,Headwaters Slug Creek,Slug Creek Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=761,11G05S  ,SLGI1,8
snotel,926,9/19/01,1/1/00,43.73,-113.83,9540,Air Temperature,ID,Custer,Lower Star Hope Creek,Smiley Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=926,13F13S  ,SMMI1,8
snotel,769,10/1/86,1/1/00,43.48,-114.83,5780,Air Temperature,ID,Camas,Upper Soldier Creek,Soldier R.S.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=769,14F11S  ,SRSI1,8
snotel,770,10/1/78,1/1/00,42.95,-111.36,6830,Air Temperature,ID,Caribou,Upper Lanes Creek,Somsen Ranch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=770,11G01S  ,SORI1,8
snotel,774,10/1/78,1/1/00,42.76,-116.9,6650,Air Temperature,ID,Owyhee,Deer Creek-Big Boulder Creek,South Mtn.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=774,16G01S  ,SMTI1,8
snotel,792,10/1/79,1/1/00,43.86,-114.21,7440,Air Temperature,ID,Custer,Summit Creek,Stickney Mill,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=792,14F02S  ,STMI1,8
snotel,803,10/1/78,1/1/00,47.56,-115.82,5580,Air Temperature,ID,Shoshone,Canyon Creek-South Fork Coeur d'Alene River,Sunset,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=803,15B09S  ,SNSI1,8
snotel,805,10/1/78,1/1/00,43.63,-113.97,7640,Air Temperature,ID,Blaine,Upper Muldoon Creek,Swede Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=805,13F09S  ,SWPI1,8
snotel,830,10/1/78,1/1/00,43.63,-115.44,7790,Air Temperature,ID,Elmore,Roaring River,Trinity Mtn.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=830,15F05S  ,TRMI1,8
snotel,979,10/1/00,1/1/00,44.38,-116.34,4960,Air Temperature,ID,Washington,Lower North Crane Creek,Van Wyck,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=979,16E14S  ,VWGI1,8
snotelt,1294,5/29/18,1/1/00,42.49,-116.44,5850,Air Temperature,ID,Owyhee,Big Springs Creek,Vaught Ranch AM,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1294,        ,     ,8
snotel,845,10/1/78,1/1/00,43.8,-114.85,8930,Air Temperature,ID,Blaine,Smiley Creek,Vienna Mine,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=845,14F04S  ,VNNI1,8
snotel,855,10/1/79,1/1/00,45.07,-116.45,5590,Air Temperature,ID,Adams,Upper Weiser River,West Branch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=855,16D08S  ,WBRI1,8
snotel,860,10/1/79,1/1/00,44.53,-111.41,7670,Air Temperature,ID,Fremont,Coffee Pot Creek-Henrys Fork,White Elephant,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=860,11E36S  ,WHEI1,8
snotel,867,10/1/79,1/1/00,42.76,-112.48,6480,Air Temperature,ID,Bannock,Mink Creek,Wildhorse Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=867,12G17S  ,WHDI1,8
snotel,871,10/1/89,1/1/00,42.01,-115,7110,Air Temperature,ID,Twin Falls,Upper Wilson Creek,Wilson Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=871,15G02S  ,WLCI1,8
scan,2004,10/1/93,1/1/00,40.31,-89.9,490,Air Temperature,IL,Mason,Quiver Creek-Mason Tazewell Drainage Ditch,Mason #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2004,SC2004  ,MASI2,6
scan,2092,6/21/04,1/1/00,37.13,-97.09,1190,Air Temperature,KS,Cowley,Salt Creek-Arkansas River,Abrams,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2092,SC2092  ,ABRK1,6
scan,2094,6/24/04,1/1/00,39.7,-96.16,1310,Air Temperature,KS,Nemaha,Town of Centralia-Black Vermillion River,Centralia Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2094,SC2094  ,CTRK1,6
scan,2147,8/20/08,1/1/00,39.05,-95.19,1090,Air Temperature,KS,Jefferson,Lake Dabanawa-Mud Creek,Ku-Nesa,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2147,SC2147  ,KUNK1,6
scan,2093,6/23/04,1/1/00,39.79,-99.33,1980,Air Temperature,KS,Phillips,Plotner Creek-Deer Creek,Phillipsburg,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2093,SC2093  ,PHBK1,6
scan,2079,8/28/03,1/1/00,37.19,-86.04,790,Air Temperature,KY,Hart,Ugly Creek-Green River,Mammoth Cave,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2079,SC2079  ,MAMK2,6
scan,2005,10/1/93,1/1/00,37.1,-87.83,600,Air Temperature,KY,Caldwell,Flynn Fork,Princeton #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2005,SC2005  ,PTNK2,6
scan,2049,10/30/01,1/1/00,39.02,-76.85,130,Air Temperature,MD,Prince George's,Northeast Branch Anacostia River,Powder Mill,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2049,SC2049  ,PWDM2,5
scan,2002,10/1/94,1/1/00,45.42,-93.95,980,Air Temperature,MN,Sherburne,Elk Lake-Elk River,Crescent Lake #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2002,93D01S  ,CSCM5,6
scan,2050,9/25/01,1/1/00,47.72,-96.27,1140,Air Temperature,MN,Polk,Kripple Creek,Glacial Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2050,SC2050  ,GLRM5,6
scan,2224,5/15/15,1/1/00,38.5,-92.25,600,Air Temperature,MO,Cole,Upper Moreau River,Busby Farm,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2224,        ,BSBM7,6
scan,2223,5/14/18,1/1/00,38.53,-92.13,560,Air Temperature,MO,Cole,Lower Moreau River,Carver Farm,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2223,        ,CRFM7,6
scan,2195,9/3/14,1/1/00,39.23,-92.12,870,Air Temperature,MO,Boone,Goodwater Creek,CMRB LTAR-MO,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2195,SC2195  ,CTSM7,6
scan,2048,9/19/01,1/1/00,36.78,-89.93,300,Air Temperature,MO,Stoddard,Main Ditch,Dexter,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2048,SC2048  ,DEXM7,6
scan,2220,8/4/15,1/1/00,39.15,-90.78,490,Air Temperature,MO,Lincoln,Lost Creek,Elsberry PMC,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2220,SC2220  ,EBYM7,6
scan,2194,7/24/12,1/1/00,37,-92.26,1100,Air Temperature,MO,Douglas,Clifty Creek,Journagan Ranch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2194,SC2194  ,JOUM7,6
scan,2230,7/20/21,1/1/00,37.18,-91.12,880,Air Temperature,MO,Shannon,Carr Creek-Current River,LTSP,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2230,        ,     ,6
scan,2225,5/17/18,1/1/00,39.51,-91.51,730,Air Temperature,MO,Ralls,Spencer Creek,Mark Twain HS,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2225,        ,CNRM7,6
scan,2060,3/27/02,1/1/00,37.07,-93.88,1230,Air Temperature,MO,Lawrence,Town of Freistatt-Spring River,Mt Vernon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2060,SC2060  ,MVEM7,6
scan,2061,3/27/02,1/1/00,38.87,-94.04,920,Air Temperature,MO,Johnson,Headwaters South Fork Blackwater River,Powell Gardens,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2061,SC2061  ,PWGM7,6
scan,2193,7/24/12,1/1/00,37.99,-94.04,800,Air Temperature,MO,St. Clair,Baker Branch-Osage River,Schell-Osage,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2193,SC2193  ,SCOM7,6
scan,2227,5/16/18,1/1/00,38.48,-90.81,580,Air Temperature,MO,Franklin,Brush Creek-Meramec River,Shaw Nature Reserve,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2227,        ,SNRM7,6
scan,2231,7/20/21,1/1/00,37.5,-91.26,1330,Air Temperature,MO,Dent,Headwaters Sinking Creek,Sinkin Forest,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2231,        ,     ,6
scan,2047,9/19/01,1/1/00,40.25,-93.72,870,Air Temperature,MO,Audrain,Cat Creek-Thompson River,Spickard,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2047,SC2047  ,SPCM7,6
scan,2226,5/22/18,1/1/00,36.99,-91.31,960,Air Temperature,MO,Shannon,Upper Pike Creek,Twin Pines Conservation Area,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2226,        ,TPCM7,6
scan,2032,9/17/99,1/1/00,33.38,-90.65,110,Air Temperature,MS,Sunflower,Gravel Bayou-Big Sunflower River,Beasley Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2032,SC2032  ,BSYM6,6
scan,2024,1/27/99,1/1/00,34.25,-89.87,320,Air Temperature,MS,Panola,Johnson Creek-Long Creek,Goodwin Ck Pasture,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2024,SC2024  ,GCPM6,6
scan,2025,1/27/99,1/1/00,34.24,-89.9,330,Air Temperature,MS,Panola,Caney Creek-Long Creek,Goodwin Ck Timber,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2025,SC2025  ,GCTM6,6
scan,2110,9/23/05,1/1/00,32.86,-90.52,100,Air Temperature,MS,Yazoo,Wade Bayou,Mayday,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2110,SC2110  ,MAYM6,6
scan,2087,2/10/04,1/1/00,33,-91.06,110,Air Temperature,MS,Issaquena,Lower Lake Washington,North Issaquena,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2087,SC2087  ,NORM6,6
scan,2033,9/17/99,1/1/00,32.75,-90.94,100,Air Temperature,MS,Sharkey,Outlet Deer Creek,Onward,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2033,SC2033  ,OONM6,6
scan,2046,4/16/02,1/1/00,33.97,-90.9,150,Air Temperature,MS,Bolivar,Brook Bayou-Bogue Phalia,Perthshire,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2046,SC2046  ,PERM6,6
scan,2109,9/22/05,1/1/00,33.66,-90.57,130,Air Temperature,MS,Sunflower,Standing Stump Bayou-Big Sunflower River,Sandy Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2109,SC2109  ,SRXM6,6
scan,2070,8/12/02,1/1/00,33.62,-91.1,140,Air Temperature,MS,Bolivar,Big Monocnoc Lake,Scott,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2070,SC2070  ,SCOM6,6
scan,2086,2/10/04,1/1/00,33.09,-90.51,110,Air Temperature,MS,Humphreys,Silver Creek,Silver City,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2086,SC2086  ,SILM6,6
scan,2064,2/14/00,1/1/00,33.47,-88.78,270,Air Temperature,MS,Oktibbeha,Long Branch-Line Creek,Starkville,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2064,SC2064  ,STKM6,6
scan,2082,11/4/03,1/1/00,30.47,-88.74,40,Air Temperature,MS,Jackson,Old Fort Bayou,Tnc Fort Bayou,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2082,SC2082  ,TFBM6,6
scan,2034,9/17/99,1/1/00,34.68,-90.41,190,Air Temperature,MS,Tunica,Little White Oak Bayou,Tunica,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2034,SC2034  ,TNAM6,6
scan,2035,9/17/99,1/1/00,34.06,-90.36,150,Air Temperature,MS,Tallahatchie,Outlet Cassidy Bayou,Vance,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2035,SC2035  ,VNCM6,6
snotel,916,9/11/96,1/1/00,45.6,-111.96,8500,Air Temperature,MT,Madison,South Willow Creek,Albro Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=916,11D28S  ,ABRM8,8
snotelt,1165,1/9/10,1/1/00,48.2,-114.51,4820,Air Temperature,MT,Flathead,Lower Ashley Creek,Ashley Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1165,14A19S  ,AYDM8,8
snotel,307,10/1/78,1/1/00,48.13,-113.02,6870,Air Temperature,MT,Pondera,North Badger Creek,Badger Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=307,13A15S  ,BADM8,8
snotel,311,10/1/86,1/1/00,48.57,-115.45,5580,Air Temperature,MT,Lincoln,Bristow Creek,Banfield Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=311,15A08S  ,BANM8,8
snotel,313,10/1/79,1/1/00,46.1,-113.13,8250,Air Temperature,MT,Deer Lodge,Town of West Valley-Warm Springs Creek,Barker Lakes,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=313,13C44S  ,BRLM8,8
snotel,315,10/1/79,1/1/00,45.8,-112.52,7120,Air Temperature,MT,Silver Bow,Basin Creek,Basin Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=315,12D09S  ,BSCM8,8
snotel,1190,10/12/11,1/1/00,47.86,-114.76,5130,Air Temperature,MT,Sanders,Mill Creek,Bassoo Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1190,14B03S  ,BASM8,8
snotel,318,10/1/78,1/1/00,44.47,-112.98,8880,Air Temperature,MT,Beaverhead,Upper Nicholia Creek,Beagle Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=318,12E08S  ,BEAM8,8
snotel,328,10/1/84,1/1/00,44.95,-111.36,7820,Air Temperature,MT,Gallatin,Upper Beaver Creek,Beaver Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=328,11E38S  ,BEVM8,8
snotel,346,10/1/91,1/1/00,47.68,-114,4880,Air Temperature,MT,Lake,Mud Creek,Bisson Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=346,13B25S  ,BISM8,8
snotel,347,10/1/78,1/1/00,44.51,-111.13,8160,Air Temperature,MT,Gallatin,Upper South Fork Madison River,Black Bear,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=347,11E35S  ,BLBM8,8
snotel,349,10/1/78,1/1/00,46.41,-113.43,7170,Air Temperature,MT,Granite,Marshall Creek,Black Pine,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=349,13C13S  ,BLKM8,8
snotel,1144,8/25/10,1/1/00,47.98,-114.35,5660,Air Temperature,MT,Flathead,Stoner Creek,Blacktail Mtn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1144,14B04S  ,BLTM8,8
snotel,355,10/1/78,1/1/00,45.17,-113.5,7570,Air Temperature,MT,Beaverhead,Upper Bloody Dick Creek,Bloody Dick,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=355,13D10S  ,BLOM8,8
snotel,360,10/1/78,1/1/00,46.56,-111.29,7890,Air Temperature,MT,Meagher,Upper Camas Creek,Boulder Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=360,11C01S  ,BOMM8,8
snotel,363,10/1/78,1/1/00,45.27,-110.25,6720,Air Temperature,MT,Park,Headwaters Boulder River,Box Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=363,10D31S  ,BOXM8,8
snotel,365,9/30/94,1/1/00,45.89,-110.94,7370,Air Temperature,MT,Gallatin,Upper Brackett Creek,Brackett Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=365,10D35S  ,BRCM8,8
snotel,981,10/1/00,1/1/00,45.24,-109.46,5920,Air Temperature,MT,Carbon,West Red Lodge Creek,Burnt Mtn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=981,09D21S  ,BMTM8,8
snotel,381,10/1/78,1/1/00,45.88,-113.33,6410,Air Temperature,MT,Deer Lodge,Fishtrap Creek,Calvert Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=381,13D26S  ,CLVM8,8
snotel,385,10/1/82,1/1/00,44.96,-111.29,9200,Air Temperature,MT,Gallatin,Sage Creek,Carrot Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=385,11E29S  ,CRRM8,8
snotel,1312,9/2/22,1/1/00,48.06,-115.7,5700,Air Temperature,MT,Sanders,Rock Creek,Chicago Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1312,        ,CHIM8,8
snotel,403,10/1/78,1/1/00,45.02,-111.85,8770,Air Temperature,MT,Madison,Ruby Creek,Clover Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=403,11D08S  ,CMDM8,8
snotel,407,10/1/78,1/1/00,45.19,-109.35,7910,Air Temperature,MT,Carbon,East Red Lodge Creek,Cole Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=407,09D16S  ,CLCM8,8
snotel,410,10/1/78,1/1/00,46.47,-113.39,5620,Air Temperature,MT,Granite,Upper South Fork Lower Middle Creek,Combination,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=410,13C33S  ,CMBM8,8
scan,2117,10/18/06,1/1/00,48.3,-111.92,3700,Air Temperature,MT,Pondera,Letz Lake-Dry Fork Marias River,Conrad Ag Rc,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2117,SC2117  ,COAM8,7
snotel,413,10/1/78,1/1/00,47.06,-112.6,5200,Air Temperature,MT,Lewis And Clark,Copper Creek,Copper Bottom,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=413,12B16S  ,COPM8,8
snotel,414,10/1/78,1/1/00,47.08,-112.73,6980,Air Temperature,MT,Lewis And Clark,Copper Creek,Copper Camp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=414,12B14S  ,CPCM8,8
snotel,427,10/1/78,1/1/00,46.79,-109.51,6130,Air Temperature,MT,Fergus,Big Rock Creek,Crystal Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=427,09C01S  ,CRYM8,8
snotel,919,10/1/81,1/1/00,46.67,-110.33,7590,Air Temperature,MT,Meagher,Alkali Creek-Mud Creek,Daisy Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=919,10C15S  ,DAZM8,8
snotel,433,10/1/79,1/1/00,46.18,-113.85,5780,Air Temperature,MT,Ravalli,Daly Creek,Daly Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=433,13C39S  ,DALM8,8
snotel,436,10/1/79,1/1/00,45.17,-113.58,8930,Air Temperature,MT,Beaverhead,Headwaters Big Hole River,Darkhorse Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=436,13D19S  ,DHLM8,8
snotel,437,10/1/78,1/1/00,46.79,-110.68,6440,Air Temperature,MT,Meagher,Headwaters Sheep Creek,Deadman Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=437,10C09S  ,DDMM8,8
snotel,448,10/1/78,1/1/00,44.79,-112.06,7770,Air Temperature,MT,Madison,Headwaters Ruby River,Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=448,12E07S  ,DIVM8,8
snotel,458,10/1/82,1/1/00,48.06,-112.76,5740,Air Temperature,MT,Teton,Upper Dupuyer Creek,Dupuyer Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=458,12A02S  ,DPYM8,8
snotel,1105,6/19/08,1/1/00,45.5,-110.08,6310,Air Temperature,MT,Sweet Grass,Headwaters East Boulder River,East Boulder Mine,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1105,10D39S  ,EBMM8,8
snotel,1106,7/9/08,1/1/00,46.48,-110.71,7600,Air Temperature,MT,Meagher,Alabaugh Creek,Elk Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1106,10C27S  ,WHSM8,8
snotel,1316,7/14/23,1/1/00,46.48,-110.72,7820,Air Temperature,MT,Meagher,Fourmile Creek,Elk Peak Alt,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1316,        ,     ,8
snotelt,536,12/6/18,1/1/00,46.48,-110.72,7800,Air Temperature,MT,Meagher,Fourmile Creek,Elk Peak SC,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=536,        ,     ,8
snotel,469,10/1/79,1/1/00,48.43,-113.94,4340,Air Temperature,MT,Flathead,Emery Creek,Emery Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=469,13A24S  ,EMCM8,8
snotel,480,10/1/78,1/1/00,45.06,-109.94,9110,Air Temperature,MT,Park,Broadwater River-Clarks Fork Yellowstone River,Fisher Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=480,09D06S  ,FSHM8,8
snotel,482,10/1/78,1/1/00,48.8,-113.86,6290,Air Temperature,MT,Flathead,Headwaters McDonald Creek ,Flattop Mtn.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=482,13A19S  ,FTMM8,8
scan,2019,10/1/91,1/1/00,48.49,-109.8,2710,Air Temperature,MT,Hill,Lower Beaver Creek,Fort Assiniboine #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2019,SC2019  ,FASM8,7
snotel,487,10/1/78,1/1/00,46.44,-112.19,6520,Air Temperature,MT,Jefferson,Lump Gulch,Frohner Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=487,12C13S  ,FRHM8,8
snotel,918,7/15/96,1/1/00,48.98,-115.82,4250,Air Temperature,MT,Lincoln,Upper West Fork Yaak River,Garver Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=918,15A05S  ,GVRM8,8
snotelt,567,12/4/18,6/30/23,46.53,-110.77,6580,Air Temperature,MT,Meagher,Fourmile Creek,Grashopper,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=567,        ,     ,8
snotel,500,10/1/78,1/1/00,48.91,-114.77,4350,Air Temperature,MT,Flathead,Upper Grave Creek,Grave Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=500,14A11S  ,GRCM8,8
snotel,510,10/1/78,1/1/00,48.31,-114.84,5040,Air Temperature,MT,Flathead,Lower Griffin Creek,Hand Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=510,14A14S  ,HANM8,8
snotel,516,10/1/86,1/1/00,48.97,-115.95,6460,Air Temperature,MT,Lincoln,South Fork Hawkins Creek-Hawkins Creek,Hawkins Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=516,15A03S  ,HAWM8,8
snotel,530,10/1/79,1/1/00,46.98,-115.03,6060,Air Temperature,MT,Mineral,Upper Trout Creek,Hoodoo Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=530,15C10S  ,HOOM8,8
snotelt,456,10/11/18,1/1/00,45.22,-113.5,7180,Air Temperature,MT,Beaverhead,Headwaters Big Hole River,Jahnke Lake Trail,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=456,        ,     ,8
snotel,1287,9/27/18,1/1/00,44.78,-113.12,8750,Air Temperature,MT,Beaverhead,Dad Creek-Medicine Lodge Creek,JL Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1287,        ,JLMM8,8
scan,2121,6/6/07,1/1/00,47.52,-107.13,2810,Air Temperature,MT,Garfield,Upper Hell Creek,Jordan,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2121,SC2121  ,JRDM8,7
snotel,562,10/1/79,1/1/00,47.43,-113.78,4760,Air Temperature,MT,Missoula,Kraft Creek,Kraft Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=562,13B22S  ,KRCM8,8
snotel,568,10/1/78,1/1/00,44.59,-111.82,7340,Air Temperature,MT,Beaverhead,Odell Creek,Lakeview Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=568,11E03S  ,LVRM8,8
snotel,576,10/1/79,1/1/00,44.99,-113.44,8080,Air Temperature,MT,Beaverhead,Trail Creek,Lemhi Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=576,13E23S  ,LMHM8,8
snotel,578,10/1/78,1/1/00,45.5,-110.97,6880,Air Temperature,MT,Gallatin,Upper Hyalite Creek,Lick Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=578,10D13S  ,LCKM8,8
scan,581,10/1/91,1/1/00,47.21,-105.19,2820,Air Temperature,MT,Dawson,Headwaters Upper Sevenmile Creek,Lindsay,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=581,04B02S  ,LDSM8,7
snotel,590,10/1/91,1/1/00,45.27,-111.43,8810,Air Temperature,MT,Madison,South Fork West Fork Gallatin River,Lone Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=590,11D19S  ,BSKM8,8
